uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000252703495844	0.00668803215687	0.00858334945952	0.0409324431885	0.000580694152857	0.4	0.125	0.45	0.178403755869
1392518336	0.000291064557831	0.00286193457271	0.0175374504233	0.0137368182528	0.00254612051637	0.7	0.125	0.55	0.746478873239
361208576	0.000152005708126	0.00196227542471	0.00712566305742	0.00217648783795	0.000625362933846	0.5	0.25	0.6	0.605633802817
1535215357	0.000568702743967	0.00825649452057	0.170070044906	0.16955278221	0.00154107294412	0.7	0.125	0.4	0.267605633803
4396196375	0.000301853606515	0.00337796548025	0.0349284087888	0.0535857779944	0.00180908563005	0.9	0.0	0.8	0.699530516432
17938477	8.03184735366e-05	0.00172123467185	0.00503227346631	0.0156619531646	0.00127306025819	0.2	0.25	0.7	0.18779342723
720288026681716737	1.82215044441e-05	0.000237645812681	0.00909064602997	7.04549868801e-05	0.00198776075401	1.0	0.125	0.5	0.403755868545
174004739	9.0148495671e-05	0.00639606730129	0.0512107297294	0.254266335084	0.000625362933846	0.4	0.125	0.9	0.0
53783678	0.00018509212409	0.00373103925909	0.0366447169719	0.136197106395	0.0012283914772	0.3	0.25	0.55	0.568075117371
257662370	0.000187729447102	0.00475291625362	0.0176197391718	0.0181393028384	0.000670031714835	0.5	0.25	0.95	0.413145539906
4795355113	7.02486947649e-05	0.00138174065373	0.00071166203378	0.000794046744028	0.000178675123956	1.0	0.25	0.9	0.75117370892
1633971270	2.73322566662e-05	0.000200301470688	0.00698278808748	0.0113946659862	4.4668780989e-05	0.7	0.0	0.25	0.37558685446
2803810119	1.39058849705e-05	0.00110675049906	0.00352846919417	0.0155115222466	6.70031714835e-05	0.8	0.0	0.35	0.0
2244770588	0.0113606285076	0.082609079428	0.0113576558377	0.00378933578085	0.00540492249966	0.7	0.0	0.65	0.600938967136
102071251	8.31955531857e-05	0.00266502804221	0.0051715313484	0.00136530339441	0.000513690981373	0.4	0.125	0.6	0.49765258216
3358825450	8.27160399108e-05	0.000451527044093	0.00413794849629	0.0207042451986	0.0	0.9	0.0	0.15	0.0892018779343
555940842	0.000104054380641	0.00143945463681	0.0384641121587	0.0236309834374	0.000111671952472	0.6	0.375	0.8	0.154929577465
2469354073	2.06190708184e-05	0.000152772308152	0.000140162154048	3.42753990228e-05	0.000268012685934	0.8	0.125	0.65	0.0
360464656	9.44641151446e-05	0.00281780035036	0.0743528577707	0.0255332680831	0.000335015857417	0.5	0.125	0.65	0.69014084507
77243076	2.1578097368e-05	0.000641643694238	0.0112401004827	7.61675533839e-06	0.000223343904945	0.3	0.25	0.75	0.239436619718
1731752761	4.07586283619e-06	0.000142587487608	5.06392298497e-05	0.00011996389658	0.0	0.7	0.0	0.25	0.173708920188
2330149164	0.000103574867367	0.00160580670569	0.0234224523494	0.00279915758686	0.000268012685934	0.8	0.0	0.0	0.0845070422535
2830586398	4.12381416367e-05	0.0013511861921	0.00111044596885	0.00137482433858	6.70031714835e-05	0.8	0.25	0.85	0.389671361502
443273019	5.2746460233e-05	0.000573744890615	0.00977156281706	0.00497754961364	2.23343904945e-05	0.5	0.125	0.75	0.68544600939
2591381383	0.00143374469179	0.00614823666807	0.00302750252744	0.000344658179062	0.00817438692098	0.8	0.25	0.8	0.732394366197
1093716612	3.71622788005e-05	0.000835155284564	0.00273451841188	0.00152144687884	0.000156340733461	0.7	0.125	0.7	0.342723004695
36620392	0.000128509557659	0.00422670052554	0.029154632314	0.0098351353307	0.00064769732434	0.3	0.125	0.6	0.140845070423
3437626995	4.07586283619e-06	0.00014598242779	6.96289410433e-05	2.47544548498e-05	0.0	0.9	0.0	0.3	0.103286384977
387962514	0.000128269801021	0.0128498485857	0.00123975685935	0.00568400367128	0.00020100951445	0.5	0.125	0.65	0.553990610329
2938363689	1.58239380699e-05	0.000475291625362	0.000418677918221	1.14251330076e-05	6.70031714835e-05	0.8	0.0	0.55	0.75117370892
20930398	0.000249107146282	0.00513654449409	0.0717693527764	0.00089877712993	0.00332782418368	0.3	0.125	0.4	0.661971830986
143697407	0.000114363916051	0.000149377367971	0.0214574693768	0.0118897550832	0.000134006342967	0.4	0.125	0.55	0.0
2291500309	1.19878318711e-06	0.000105243145616	1.44683513856e-05	1.9041888346e-06	0.0	0.8	0.125	0.35	0.107981220657
352663209	4.86705973968e-05	0.000533005608441	0.00949304705289	0.00423872434582	4.4668780989e-05	0.5	0.0	0.2	0.169014084507
14616266	0.000624326283849	0.0109758416057	0.0834525465203	0.02053858077	0.00922410327422	0.2	0.0	0.95	0.746478873239
2277153890	0.000184372854178	0.00321500835155	0.00543196167334	0.00738634848941	0.00180908563005	0.8	0.125	0.55	0.474178403756
455246957	8.6791902747e-05	0.00155488260297	0.00805977599375	0.0220105187391	0.000670031714835	0.6	0.0	0.2	0.713615023474
1400974436	0.000111726593039	0.00290267385489	0.00338016859246	0.00697694788997	0.000178675123956	0.7	0.125	0.75	0.356807511737
449119247	0.000157040597512	0.00100490229362	0.037420582315	0.0726524207953	0.00084870683879	0.5	0.125	0.25	0.572769953052
330816423	5.99391593557e-05	0.00203696410869	0.00813663911049	0.00507275905537	6.70031714835e-05	0.5	0.125	0.5	0.600938967136
29204608	9.44641151446e-05	0.0041078776192	0.00875787394811	0.010027458403	0.000178675123956	0.3	0.125	0.45	0.0
2733660094	3.30864159643e-05	0.00115767460177	0.000995603429723	0.00796331770629	4.4668780989e-05	0.8	0.125	0.6	0.474178403756
4756963587	1.55841814325e-05	0.000142587487608	0.00254914265975	0.00887161578039	0.000134006342967	1.0	0.125	0.7	0.0
22045364	7.69618806127e-05	0.000784231181847	0.00182391654655	0.00264872666893	0.000379684638406	0.3	0.125	0.4	0.577464788732
4136625193	8.75111726593e-05	0.00306563098358	0.00015824759328	0.00016566442861	4.4668780989e-05	0.9	0.125	0.85	0.694835680751
372046661	5.70620797066e-05	0.00509241027173	0.0108575934429	0.0173566812274	0.000379684638406	0.5	0.0	0.25	0.732394366197
849310634	0.000120837345261	0.00132742161083	0.010926318112	0.00218791297095	4.4668780989e-05	0.6	0.0	0.45	0.366197183099
24036997	0.00044930393853	0.00619916077079	0.0581446871309	0.00011996389658	0.00116138830571	0.3	0.125	0.45	0.178403755869
1141088486	5.15476770459e-05	0.000923423729274	0.00584611823175	0.000811184443539	0.0	0.7	0.0	0.25	0.0
3014684283	0.00404301617686	0.0206582110023	0.0391992852634	0.029575860979	0.00113905391522	0.9	0.0	0.2	0.281690140845
3293949957	0.000111966349676	0.000943793370361	0.0190087009048	0.0341630518815	0.000268012685934	0.9	0.0	0.4	0.558685446009
727272715665690624	1.34263716957e-05	0.000196906530507	0.00118097918185	0.000864501730908	2.23343904945e-05	1.0	0.0	0.15	0.553990610329
2752545437	8.46340930102e-05	0.000611089232608	0.0373563790057	0.0850791571299	0.000357350247912	0.8	0.125	0.3	0.0516431924883
14368656	0.000212184624119	0.00111354037942	0.0294801702202	0.0374344482994	0.000580694152857	0.2	0.125	0.55	0.056338028169
20405419	0.000166391106371	0.00507883051101	0.0587686347844	0.00274774448833	0.000178675123956	0.3	0.125	0.45	0.558685446009
2682726528	4.36357080109e-05	0.00082497046402	0.00555313411619	0.0148450561545	4.4668780989e-05	0.8	0.0	0.25	0.62441314554
717841856785088512	8.75111726593e-05	0.00344246934369	0.00471035264798	0.0141347937192	8.93375619779e-05	1.0	0.125	0.65	0.300469483568
2889092479	1.31866150583e-05	0.000132402667065	0.0031414407946	0.00268300206795	0.0	0.8	0.0	0.1	0.295774647887
3182191980	3.45249557889e-05	0.00302489170141	0.0524577207644	3.04670213536e-05	0.000670031714835	0.9	0.25	0.8	0.328638497653
2582869146	5.7301836344e-05	0.0036020315322	0.00254914265975	0.000396071277596	2.23343904945e-05	0.8	0.125	0.65	0.0328638497653
3092469172	3.90803318999e-05	0.000614484172789	0.0128732156454	0.00682270859437	0.000335015857417	0.9	0.25	0.35	0.492957746479
2826839454	4.07586283619e-06	0.00140211029482	0.000898846329831	0.00167949455212	0.000424353419395	0.8	0.0	0.2	0.525821596244
2660374267	9.11075222206e-06	0.000186721709963	0.00388384807508	0.00038083776692	0.000245678295439	0.8	0.125	0.55	0.0
261625073	0.00173344048857	0.00895924713807	0.025786219257	0.00787953339757	0.0176441684906	0.5	0.0	0.3	0.173708920188
233499930	0.000759309270718	0.00995396461114	0.158985479201	3.42753990228e-05	0.0024344485639	0.5	0.125	0.75	0.234741784038
2664749580	0.000119638562074	0.00430138920952	0.00300308718448	0.00752535427433	0.000580694152857	0.8	0.25	0.65	0.582159624413
106594321	1.05492920466e-05	0.000431157403007	0.00110502033708	0.00021517333831	8.93375619779e-05	0.4	0.125	0.5	0.300469483568
722573847430504448	0.000157759867424	0.00258015453768	0.028778455178	0.0	0.0126859338009	1.0	0.125	0.85	0.206572769953
3742834517	1.94202876312e-05	0.00085212998547	0.00422385433264	0.00289246283975	0.0	0.9	0.0	0.3	0.422535211268
735391716887429120	2.46949336545e-05	0.000634853813876	0.00014106642601	0.00102254940418	8.93375619779e-05	1.0	0.0	0.25	0.544600938967
241331375	0.000166870619646	0.00351036814731	0.0150326170897	0.00780717422185	8.93375619779e-05	0.5	0.25	0.95	0.370892018779
442382315	5.58632965195e-05	0.00102866687489	0.000776769615015	0.0158142882713	0.0	0.5	0.125	0.65	0.112676056338
16536054	5.05886504962e-05	0.00245454175097	0.00166476468131	0.00028562832519	0.000111671952472	0.2	0.125	0.6	0.431924882629
81324827	0.000173104292219	0.000645038634419	0.00494817617388	0.00628001477651	0.000781703667307	0.3	0.125	0.65	0.281690140845
583117972	0.000749239491946	0.00877931530846	0.148804281185	0.03632240202	0.00643230446241	0.6	0.5	0.95	0.666666666667
15800855	0.000652857323702	0.00488531892068	0.0539841318356	0.13151470605	0.00279179881181	0.2	0.375	0.65	0.469483568075
705726066	0.00304970442802	0.0392489034343	0.0245401324939	0.000163760239775	0.0118148925716	0.6	0.0	0.3	0.507042253521
68857077	1.17480752337e-05	0.000580534770977	0.00389017797881	0.000830226331885	0.0	0.3	0.125	0.65	0.446009389671
197516080	0.000147450332015	0.000991322532897	0.00568696636651	0.00688935520358	0.000759369276812	0.4	0.125	0.6	0.643192488263
8685682	3.81213053502e-05	0.000200301470688	0.00318484584876	6.28382315417e-05	0.000223343904945	0.1	0.125	0.55	0.0
2976908908	1.98998009061e-05	0.00058732465134	0.00152912388707	0.00111585465707	6.70031714835e-05	0.9	0.125	0.6	0.638497652582
2701255986	5.22669469582e-05	0.000869104686375	0.0107192398328	0.00884686132554	0.000156340733461	0.8	0.25	0.7	0.0
620018150	0.000165192323184	0.000658618395144	0.00607309049411	0.03632240202	0.00020100951445	0.6	0.125	0.7	0.413145539906
271451861	0.000671318584784	0.00558807153818	0.070578426603	0.000961615361472	0.000670031714835	0.5	0.125	0.75	0.347417840376
194773838	3.14081195024e-05	0.000624668993332	0.0155643290031	0.0327291976891	0.000469022200384	0.4	0.125	0.55	0.615023474178
